,Title,Text,Domain
55,What Are mRNA Vaccines and How Do They Work?,"Vaccines help prepare the body to fight foreign invaders (pathogens such as bacteria or viruses), to prevent infection. All vaccines introduce into the body a harmless piece of a particular bacteria or virus, triggering an immune response. Most vaccines contain a weakened or killed bacteria or virus. However, scientists have developed a new type of vaccine that uses a molecule called messenger RNA (or mRNA for short) rather than part of an actual bacteria or virus. Messenger RNA is a type of RNA that is necessary for protein production. In cells, mRNA uses the information in genes to create a blueprint for making proteins. Once cells finish making a protein, they quickly break down the mRNA. mRNA from vaccines does not enter the nucleus and does not alter DNA.

mRNA vaccines work by introducing a piece of mRNA that corresponds to a viral protein, usually a small piece of a protein found on the virus’s outer membrane. (Individuals who get an mRNA vaccine are not exposed to the virus, nor can they become infected by it.) Using this mRNA blueprint, cells produce the viral protein. As part of a normal immune response, the immune system recognizes that the protein is foreign and produces specialized proteins called antibodies. Antibodies help protect the body against infection by recognizing individual viruses or other pathogens, attaching to them, and marking the pathogens for destruction. Once produced, antibodies remain in the body, even after the body has rid itself of the pathogen, so that the immune system can quickly respond if exposed again. If a person is exposed to a virus after receiving mRNA vaccination for it, antibodies can quickly recognize it, attach to it, and mark it for destruction before it can cause serious illness.

Like all vaccines in the United States, mRNA vaccines require authorization from the Food and Drug Administration (FDA) before they can be used. Currently vaccines for COVID-19, the disease caused by the SARS-CoV-2 coronavirus, are the only authorized mRNA vaccines. These vaccines use mRNA that directs cells to produce copies of a protein on the outside of the coronavirus known as the “spike protein”. Researchers are studying how mRNA might be used to develop vaccines for additional infectious diseases.",medlineplus.gov
56,Cerebral Venous Sinus Thrombosis (CVST),"Cerebral Venous Sinus Thrombosis (CVST)

Facebook Twitter Linkedin Pinterest Print

What is cerebral venous sinus thrombosis? Cerebral venous sinus thrombosis (CVST) occurs when a blood clot forms in the brain’s venous sinuses. This prevents blood from draining out of the brain. As a result, blood cells may break and leak blood into the brain tissues, forming a hemorrhage. This chain of events is part of a stroke that can occur in adults and children. It can occur even in newborns and babies in the womb. A stroke can damage the brain and central nervous system. A stroke is serious and requires immediate medical attention. This condition may also be called cerebral sinovenous thrombosis. What causes cerebral venous sinus thrombosis? CVST is a rare form of stroke. It affects about 5 people in 1 million each year. The risk for this kind of stroke in newborns is greatest during the first month. Overall, about 3 out of 300,000 children and teens up to age 18 will have a stroke.

What are the risk factors for cerebral venous sinus thrombosis? Children and adults have different risk factors for CVST. Risk factors for children and infants include: Problems with the way their blood forms clots

Sickle cell anemia

Chronic hemolytic anemia

Beta-thalassemia major

Heart disease — either congenital (you're born with it) or acquired (you develop it)

Iron deficiency

Certain infections

Dehydration

Head injury

For newborns, a mother who had certain infections or a history of infertility Risk factors for adults include: Pregnancy and the first few weeks after delivery

Problems with blood clotting; for example, antiphospholipid syndrome, protein C and S deficiency, antithrombin III deficiency, lupus anticoagulant, or factor V Leiden mutation

Cancer

Collagen vascular diseases like lupus, Wegener’s granulomatosis, and Behcet syndrome

Obesity

Low blood pressure in the brain (intracranial hypotension)

Inflammatory bowel disease like Crohn’s disease or ulcerative colitis What are the symptoms of cerebral venous thrombosis? Symptoms of cerebral venous sinus thrombosis may vary, depending on the location of the thrombus. Responding quickly to these symptoms makes it more possible to recover. These are the physical symptoms that may occur: Headache

Blurred vision

Fainting or loss of consciousness

Loss of control over movement in part of the body

Seizures

Coma How is cerebral venous sinus thrombosis diagnosed? People who have had any type of stroke recover best if they get treatment immediately. If you suspect a stroke based on the symptoms, have someone take you immediately to the emergency room, or call 911 to get help. Doctors typically take a medical history and do a physical exam. Family and friends can describe the symptoms they saw, especially if the person who had the stroke is unconscious. The final diagnosis, however, is usually made based on how the blood is flowing in the brain. Imaging tests show areas of blood flow. These tests may be used to diagnose venous sinus thrombosis: MRI scan

CT scan

Venography

Angiography

Ultrasound

Blood tests",www.hopkinsmedicine.org
57,Recommendation to Pause Use of Johnson & Johnson's Janssen COVID-19 Vaccine,"Since use of COVID-19 vaccines began in the United States, scientists and doctors have constantly and carefully reviewed all reports of vaccine side effects and adverse events. As of April 23, 2021, more than 8 million doses of the J&J/Janssen COVID-19 Vaccine had been given in the United States. As of April 23, 2021, experts reviewing safety reports for this vaccine found 15 reports of women who got the J&J/Janssen COVID-19 Vaccine and later developed thrombosis with thrombocytopenia syndrome (TTS). TTS is a serious condition that involves blood clots with low platelets.

These reports suggest an increased risk of TTS one to two weeks after vaccination with the J&J/Janssen COVID-19 Vaccine. As of April 23, 2021, the reports reviewed all occurred in women between 18 and 59 years old, with a median of 37 years. These reports represent a reporting rate of 7 such events per 1 million vaccinations among women 18 through 49 years old and a rate of 0.9 per 1 million vaccinations among women 50 years and older. For all women, this is a rare adverse event. For women 50 years and older and men of all ages, the adverse event is even more rare. Reports show that symptoms of this adverse event started between 6 and 15 days after vaccination.",www.cdc.gov
58,Gene Changes (Mutations),"

Larger text size Large text size Regular text size

Print

What Is a Gene Mutation?

A gene mutation (myoo-TAY-shun) is a change in one or more genes. Some mutations can lead to genetic disorders or illnesses.

What Are Genes?

Genes are short sections of DNA. They determine our traits, which are things like hair color, height, body type, and other things that make a person unique. Genes also play a role in a person's risk for some diseases and health conditions. Each of us has about 24,000 different types of genes.

What Is DNA?

DNA (deoxyribonucleic acid) is the carrier of all our genes. Each person gets one copy of DNA from their mother and one copy from their father. DNA creates a code using four chemicals called nucleotides (NEW-klee-uh-tydes). This code determines which genes a person has. DNA is located inside the chromosomes.

What Is a Chromosome?

A chromosome (KRO-muh-sohm) is an X-shaped thread-like structure in the body's cells. It contains DNA. Humans have 23 pairs of chromosomes.

What Causes a Gene Mutation?

A gene can mutate because of:

a change in one or more nucleotides of DNA

a change in many genes

loss of one or more genes

rearrangement of genes or whole chromosomes

Do Parents Pass Gene Mutations to Children?

If a parent carries a gene mutation in their egg or sperm, it can pass to their child. These hereditary (or inherited) mutations are in almost every cell of the person's body throughout their life. Hereditary mutations include cystic fibrosis, hemophilia, and sickle cell disease.

Other mutations can happen on their own during a person's life. These are called sporadic, spontaneous, or new mutations. They affect only some cells. Damage from the sun's ultraviolet radiation or exposure to some types of chemicals can lead to new mutations. These mutations are not passed from parents to their children.

Do All Gene Mutations Cause Health Problems?

Most gene mutations have no effect on health. And the body can repair many mutations. Some mutations are even helpful. For example, people can have a mutation that protects them from heart disease or gives them harder bones.",kidshealth.org
59,Helping Your Child Heal after a Trauma,"

Larger text size Large text size Regular text size

Print

Parents do everything they can to protect their children. But sadly, many kids have gone through trauma.

A trauma is any event that is deeply upsetting, scary, or harmful. Things like abuse, violence, accidents, or natural disasters can be traumas. Becoming homeless, losing a parent, or a serious illness can be traumas too.

Traumas are serious events that cause kids to fear for their life or safety.

After a trauma, the emotional effects can last a long time. It can be hard to move on. For some kids, trauma can lead to post-traumatic stress disorder (PTSD).

But kids can recover after trauma. There is therapy that can help. Kids also need extra support and comfort from parents.

How Does Trauma Affect Kids?

Trauma affects a child's sense of safety and trust. After a trauma, kids can still feel tense or scared. Some feel alone, sad, angry, or guilty. They may think they are to blame for what happened to them. For some kids, there's a loss of self-esteem or dignity. For some, there's deep grief.

Trauma also can affect a child's mood, behavior, or sleep. Some kids become depressed. They might act grumpy or seem sad. Some get in trouble more often or do worse in school. Some have new fears or trouble sleeping. Some have upsetting memories, called flashbacks. Often, kids avoid things that remind them of what they've been through.

After a trauma, some kids share how they feel. But other kids keep things to themselves. They may try to hide how they feel, or try to push it out of their minds. They may think others expect them to ""get over it."" Some just don't have words for their feelings. For any of these reasons, a parent might not know what their child is going through.

How Does Therapy Help Kids Heal After a Trauma?

Therapy gives kids a way to safely share their feelings, tell their story, and get support. In therapy, kids learn to talk about what they've been through. They learn coping and calming skills. They learn to adjust the way they think and feel about the trauma. Slowly, they learn to face things they used to avoid. Therapy helps kids find their own courage and gain confidence.

Child therapy for trauma is called trauma-focused cognitive-behavioral therapy (or TF-CBT). Therapy includes talk, play, and learning activities that heal trauma.

TF-CBT helps parents too. It's natural for parents to feel upset about what their child has been through. In therapy, parents get the support they need. They get advice on how to help their child at home.

In TF-CBT, parents can play a big role in their child's healing. They are coached to listen in ways that help their child open up, talk, and feel close. They help their child practice coping skills at home. They share in the good feelings as their child makes progress.

How Can I Find Therapy for My Child?

Talk to your child's doctor. Let them know what your child has been through. The doctor cares about your child's mental health too.

Ask the doctor to refer you to a trained child therapist who can help. You might need to take your child to therapy once a week for a few months. But you'll see progress along the way.

How Can I Give My Child the Extra Support They Need?

After a trauma, kids need your support and comfort more than ever. Be sure to:

Spend time with your child. Do things that are soothing, relaxing, or fun. Cook together, take a walk, play, read, make art, or sing. Try to do this every day, even if it's only for a few minutes.

Do things that are soothing, relaxing, or fun. Cook together, take a walk, play, read, make art, or sing. Try to do this every day, even if it's only for a few minutes. Parent with patience and warmth. Use kind words. Give praise when your child is doing well or trying hard. Let your child know you're proud of them. Be patient when they make a mistake. Show them how to try again.

Use kind words. Give praise when your child is doing well or trying hard. Let your child know you're proud of them. Be patient when they make a mistake. Show them how to try again. Show love. Use hugs, smiles, words, and caring actions to show your love. Use soothing words and offer comfort when your child is upset.

Use hugs, smiles, words, and caring actions to show your love. Use soothing words and offer comfort when your child is upset. Have soothing routines. Take a few minutes at bedtime (or any time) to read a story, snuggle together, or sing to your young child. For older kids, make it a routine to give a good night hug, along with a few minutes to talk, listen, or laugh together. Those extra few minutes with you can help your child feel calm, safe, and relaxed.

These may seem like small things — things you already do. But giving extra support and time keeps your child feeling loved and close to you. After a trauma, that closeness matters more than ever.",kidshealth.org
60,What Can Parents Do about Heavy Metals in Baby Food?,"

Larger text size Large text size Regular text size

Print

I've heard about heavy metals in baby food. How can I keep my baby safe?

- Keeley

Heavy metals are found in soil, water, and the air we breathe. Plants take up these metals as they grow and can end up in the food we eat. Our bodies need some heavy metals (like iron and zinc) to work well, but other heavy metals (like arsenic and lead) are harmful. Some crops, like rice, absorb more of these harmful metals than others. Heavy metals can build up in the body over time and cause problems with learning, behavior, and attention.

When making baby food, companies add vitamins and minerals along with food additives that may contain heavy metals. Some baby foods have higher levels of heavy metals than others, including:

infant rice cereal

infant rice puff snacks

teething biscuits and rice rusks

fruit juice

carrots and sweet potatoes

Even organic baby food can have heavy metals in it.

The amount of heavy metals is low in baby foods, but you can take steps to lower it even more. Here are ways to do that:",kidshealth.org
61,Asthma Management Guidelines and Your Care,,www.nhlbi.nih.gov
62,The Changing Role of Inhaled Corticosteroids in Asthma Management,,www.nhlbi.nih.gov
63,Long-Acting Muscarinic Antagonists (LAMAs),,www.nhlbi.nih.gov
64,Reducing Allergens in Your Home,,www.nhlbi.nih.gov
65,Can Immunotherapy Help with the Treatment of Allergic Asthma?,,www.nhlbi.nih.gov
66,What is Fractional Exhaled Nitric Oxide (FeNO) Testing?,,www.nhlbi.nih.gov
67,Is Bronchial Thermoplasty Right for You?,,www.nhlbi.nih.gov
68,Vaccine Adverse Event Reporting System (VAERS),"Important: If you are experiencing a medical emergency, seek immediate assistance from a healthcare provider or call 9-1-1. CDC and FDA do not provide individual medical treatment, advice, or diagnosis. If you need individual medical or health care advice, consult a qualified healthcare provider.",vaers.hhs.gov
69,Platelet Tests,"What are platelet tests?

Platelets, also known as thrombocytes, are small blood cells that are essential for blood clotting. Clotting is the process that helps you stop bleeding after an injury. There are two types of platelet tests: a platelet count test and platelet function tests.

A platelet count test measures the number of platelets in your blood. A lower than normal platelet count is called thrombocytopenia. This condition can cause you to bleed too much after a cut or other injury that causes bleeding. A higher than normal platelet count is called thrombocytosis. This can make your blood clot more than you need it to. Blood clots can be dangerous because they can block blood flow.

Platelet function tests check your platelets' ability to form clots. Platelet function tests include:

Closure time. This test measures the time it takes for platelets in a blood sample to plug a small hole in a tiny tube. It helps screen for different platelet disorders.

This test measures the time it takes for platelets in a blood sample to plug a small hole in a tiny tube. It helps screen for different platelet disorders. Viscoelastometry. This test measures the strength of a blood clot as it forms. A blood clot has to be strong to stop bleeding.

This test measures the strength of a blood clot as it forms. A blood clot has to be strong to stop bleeding. Platelet aggregometry. This is a group of tests that are used to measure how well platelets clump together (aggregate).

This is a group of tests that are used to measure how well platelets clump together (aggregate). Lumiaggregometry. This test measures the amount of light produced when certain substances are added to a blood sample. It can help show if there are defects in the platelets.

This test measures the amount of light produced when certain substances are added to a blood sample. It can help show if there are defects in the platelets. Flow cytometry. This is a test that uses lasers to look for proteins on the surface of platelets. It can help diagnose inherited platelet disorders. This is a specialized test. It is only available at certain hospitals and laboratories.

This is a test that uses lasers to look for proteins on the surface of platelets. It can help diagnose inherited platelet disorders. This is a specialized test. It is only available at certain hospitals and laboratories. Bleeding time. This test measures the amount of time for bleeding to stop after small cuts are made in the forearm. It was once commonly used to screen for a variety of platelet disorders. Now, other platelet function tests are used more often. The newer tests provide more reliable results.

Other names: platelet count, thrombocyte count, platelet function tests, platelet function assay, platelet aggregation studies",medlineplus.gov
70,How to Prepare for a Lab Test,"How do I prepare for a lab test?

A laboratory (lab) test is a procedure in which a health care provider takes a sample of your blood, urine, other body fluid, or body tissue to get information about your health. Lab tests are often used to help diagnose or screen for a specific disease or condition. Screening helps diagnose diseases before symptoms occur. Other tests are used to monitor a disease or see if treatment is effective. Lab tests may also be done to provide more general information about your organs and body systems.

For any type of lab test, you should prepare for it by:

Following all the instructions given to you by your health care provider

Telling your provider or lab professional if you didn't follow these instructions exactly. It's important to be honest. Even a minor change from the instructions can have a big effect on your results. For example, some medicines raise or lower blood sugar levels. Taking them too close to a blood sugar test could affect your results.

Telling your provider about any medicines, vitamins, or supplements that you are taking

Taking these steps can help ensure your results will be accurate and reliable.",medlineplus.gov
71,What You Need to Know About Blood Testing,"What happens during a blood test?

A health care provider will need to take a sample of your blood. This is also called a blood draw. When a blood draw is taken from a vein, it's known as venipuncture.

During venipuncture, a lab professional, known as a phlebotomist, will take a blood sample from a vein in your arm, using a small needle. After the needle is inserted, a small amount of blood will be collected into a test tube or vial. You may feel a little sting when the needle goes in or out. This usually takes less than five minutes.

Venipuncture is the most common way to do a blood test.

Other ways to do a blood test are:",medlineplus.gov
72,How to Cope with Medical Test Anxiety,"What is medical test anxiety?

Medical test anxiety is a fear of medical tests. Medical tests are procedures that are used to diagnose, screen for, or monitor various diseases and conditions. While many people sometimes feel nervous or uncomfortable about testing, it doesn't usually cause serious problems or symptoms.

Medical test anxiety can be serious. It can become a type of phobia. A phobia is an anxiety disorder that causes an intense, irrational fear of something that poses little or no actual danger. Phobias can also cause physical symptoms such as rapid heartbeat, shortness of breath, and trembling.",medlineplus.gov
73,How to Prepare Your Child for a Lab Test,"What happens to my child during a lab test?

Common lab tests for children include blood tests, urine tests, swab tests, and throat cultures.

Blood tests are used to test for many different diseases and conditions. During a blood test, a sample will be taken from a vein in the arm, a fingertip, or a heel.

If done on a vein , a health care professional will take a sample, using a small needle. After the needle is inserted, a small amount of blood will be collected into a test tube or vial.

, a health care professional will take a sample, using a small needle. After the needle is inserted, a small amount of blood will be collected into a test tube or vial. A fingertip blood test is done by pricking your child's fingertip.

test is done by pricking your child's fingertip. Heel stick tests are used for newborn screenings, a test given shortly after birth to almost every baby born in the United States. Newborn screenings are used to help diagnose a variety of serious health conditions. During a heel stick test, a health care provider will clean your baby's heel with alcohol and poke the heel with a small needle.

During a blood test, encourage your child to look at you, rather than at the person drawing the blood. You should also provide physical comfort and distraction.

Urine tests are done to check for different diseases and for infections of the urinary tract. During a urine test, your child will need to provide a urine sample in a special cup. Unless your child has an infection or a rash, a urine test is not painful. But it can be stressful. The following tips may help.

Talk to your child's provider to find out if a ""clean catch"" method will be needed. For a clean catch urine sample, your child will need to: Clean their genital area with a cleansing pad Start to urinate into the toilet Move the collection container under the urine stream Collect at least an ounce or two of urine into the container, which should have markings to indicate the amounts Finish urinating into the toilet

If a clean catch sample is needed, practice at home. Ask your child to let out a bit of urine in the toilet, stop the flow, and start again.

Encourage your child to drink water before the appointment, but not go to the bathroom. This may make it easier to urinate when it's time to collect the sample.

Turn on the tap. The sound of running water can help your child begin to urinate.

Swab tests help diagnose different types of respiratory infections. During a swab test, a health care provider will:

Gently insert a cotton-tipped swab inside your child's nostril. For some swab tests, a provider may need to insert the swab deeper, until the reaches the uppermost part of the nose and throat, known as the nasopharynx.

Rotate the swab and leave it in place for 10-15 seconds.

Remove the swab and insert into the other nostril.

Swab the second nostril using the same technique.

Swab tests may tickle the throat or cause your child to cough. A swab of the nasopharynx may be uncomfortable and cause a gag reflex when the swab touches the throat. Let your child know beforehand that gagging may happen, but it will be over quickly. It may also help to tell your child that the swab is similar to the cotton swabs you have at home.

Throat cultures are done to check for bacterial infections of the throat, including strep throat. During a throat culture:

Your child will be asked to tilt their head back and open their mouth as wide as possible.

Your child's provider will use a tongue depressor to hold down your child's tongue.

The provider will use a special swab to take a sample from the back of the throat and tonsils.

A throat swab isn't painful, but like some swab tests, it can cause gagging. Let your child know what to expect and that any discomfort shouldn't last very long.",medlineplus.gov
74,Catecholamine Tests,"What happens during a catecholamine test?

A catecholamine test may be done in urine or blood. Urine testing is done more often because catecholamine blood levels can change quickly and may also be affected by the stress of testing.

But blood testing can be useful in helping to diagnose a pheochromocytoma tumor. If you have this tumor, certain substances will be released into the bloodstream.

For a catecholamine urine test, your health care provider will ask you to collect all urine during a 24-hour period. This is called a 24-hour urine sample test. For 24-hour urine sample test, your health care provider or a laboratory professional will give you a container to collect your urine and instructions on how to collect and store your samples. Test instructions usually include the following steps:

Empty your bladder in the morning and flush that urine away. Record the time.

For the next 24 hours, save all your urine passed in the container provided.

Store your urine container in the refrigerator or a cooler with ice.

Return the sample container to your health provider's office or the laboratory as instructed.

During a blood test, a health care professional will take a blood sample from a vein in your arm, using a small needle. After the needle is inserted, a small amount of blood will be collected into a test tube or vial. You may feel a little sting when the needle goes in or out. This usually takes less than five minutes.",medlineplus.gov
75,Antibiotic Sensitivity Test,"What is an antibiotic sensitivity test?

Antibiotics are medicines used to fight bacterial infections. There are different types of antibiotics. Each type is only effective against certain bacteria. An antibiotic sensitivity test can help find out which antibiotic will be most effective in treating your infection.

The test can also be helpful in finding a treatment for antibiotic-resistant infections. Antibiotic resistance happens when standard antibiotics become less effective or ineffective against certain bacteria. Antibiotic resistance can turn once easily treatable diseases into serious, even life-threatening illnesses.

Other names: antibiotic susceptibility test, sensitivity testing, antimicrobial susceptibility test",medlineplus.gov
76,Xylose Testing,"What happens during a xylose test?

A xylose test involves getting samples from both blood and urine. You will be tested before and after you drink a solution that contains 8 ounces of water that is mixed with a small amount of xylose.

For the blood tests:

A health care professional will take a blood sample from a vein in your arm, using a small needle. After the needle is inserted, a small amount of blood will be collected into a test tube or vial.

Next, you will drink the xylose solution.

You will be asked to rest quietly.

Your provider will give you another blood test two hours later. For children, it may be one hour later.

For the urine tests, you will need to collect all the urine you produce for five hours after you have taken the xylose solution. Your health care provider will give you instructions on how to collect your urine during the five-hour period.",medlineplus.gov
77,Measuring Blood Pressure,"What do the results mean?

Your results, also known as a blood pressure reading, will contain two numbers. The top or first number is the systolic pressure. The bottom or second number is the diastolic pressure. High blood pressure readings are also labeled by categories, ranging from normal to crisis. Your reading may show your blood pressure is:

Blood Pressure Category Systolic Blood Pressure

Diastolic Blood Pressure Normal Less than 120 and Less than 80 High Blood Pressure (no other heart risk factors) 140 or higher or 90 or higher High Blood Pressure (with other heart risk factors, according to some providers) 130 or higher or 80 or higher Dangerously high blood pressure - seek medical care right away 180 or higher and 120 or higher

If you've been diagnosed with high blood pressure, your provider may recommend lifestyle changes and/or medicines to control your blood pressure. Your provider may also recommend that you regularly check your blood pressure at home with an automated blood pressure monitor. An at-home blood pressure monitor usually includes a blood pressure cuff and a digital device to record and display blood pressure readings.

Home monitoring is not a replacement for regular visits to your provider. But it can provide important information, such as whether treatment is working or your condition may have worsened. Also, home monitoring may make the test less stressful. Many people get nervous about getting their blood pressure taken at a provider's office. This is called ""white coat syndrome."" It can cause a temporary rise in blood pressure, making the results less accurate. For more information about home monitoring of blood pressure, talk to your provider.

If you were tested for low blood pressure, a blood pressure reading of 90 systolic, 60 diastolic (90/60) or lower is considered abnormal. Treatments for low blood pressure may include medicines and making certain changes to your diet.",medlineplus.gov
78,Basic Metabolic Panel (BMP),"What is a basic metabolic panel (BMP)?

A basic metabolic panel (BMP) is a test that measures eight different substances in your blood. It provides important information about your body's chemical balance and metabolism. Metabolism is the process of how the body uses food and energy. A BMP includes tests for the following:

Glucose , a type of sugar and your body's main source of energy.

, a type of sugar and your body's main source of energy. Calcium , one of the body's most important minerals. Calcium is essential for proper functioning of your nerves, muscles, and heart.

, one of the body's most important minerals. Calcium is essential for proper functioning of your nerves, muscles, and heart. Sodium , potassium , carbon dioxide , and chloride . These are electrolytes, electrically charged minerals that help control the amount of fluids and the balance of acids and bases in your body.

, , , and . These are electrolytes, electrically charged minerals that help control the amount of fluids and the balance of acids and bases in your body. BUN (blood urea nitrogen) and creatinine, waste products removed from your blood by your kidneys.

Abnormal levels of any of these substances or combination of them can be a sign of a serious health problem.

Other names: chemistry panel, chemistry screen, chem 7, electrolyte panel",medlineplus.gov
79,FDA and CDC Lift Recommended Pause on Johnson & Johnson (Janssen) COVID-19 Vaccine Use Following Thorough Safety Review,"Following a thorough safety review, including two meetings of the CDC’s Advisory Committee on Immunization Practices, the U.S. Food and Drug Administration and the U.S. Centers for Disease Control and Prevention have determined that the recommended pause regarding the use of the Janssen (Johnson & Johnson) COVID-19 Vaccine in the U.S. should be lifted and use of the vaccine should resume.

The pause was recommended after reports of six cases of a rare and severe type of blood clot in individuals following administration of the Janssen COVID-19 Vaccine. During the pause, medical and scientific teams at the FDA and CDC examined available data to assess the risk of thrombosis involving the cerebral venous sinuses, or CVST (large blood vessels in the brain), and other sites in the body (including but not limited to the large blood vessels of the abdomen and the veins of the legs) along with thrombocytopenia, or low blood platelet counts. The teams at FDA and CDC also conducted extensive outreach to providers and clinicians to ensure they were made aware of the potential for these adverse events and could properly manage and recognize these events due to the unique treatment required for these blood clots and low platelets, also known as thrombosis-thrombocytopenia syndrome (TTS).

The two agencies have determined the following:

Use of the Janssen COVID-19 Vaccine should be resumed in the United States.

The FDA and CDC have confidence that this vaccine is safe and effective in preventing COVID-19.

The FDA has determined that the available data show that the vaccine’s known and potential benefits outweigh its known and potential risks in individuals 18 years of age and older.

At this time, the available data suggest that the chance of TTS occurring is very low, but the FDA and CDC will remain vigilant in continuing to investigate this risk.

Health care providers administering the vaccine and vaccine recipients or caregivers should review the Janssen COVID-19 Vaccine Fact Sheet for Healthcare Providers Administering Vaccine (Vaccination Providers) external icon and Fact Sheet for Recipients and Caregivers external icon , which have been revised to include information about the risk of this syndrome, which has occurred in a very small number of people who have received the Janssen COVID-19 Vaccine.

CDC’s independent Advisory Committee on Immunization Practices met today to discuss the latest data on TTS, hearing from the vaccine manufacturer Janssen and the COVID-19 Vaccine Safety Technical (VaST) Subgroup, as well as a risk benefit analysis. ACIP is committed to be vigilant and responsive to additional information that could impact the risk benefit analysis of any of these vaccines. Vaccine safety monitoring will continue and any new information about TTS will be brought to ACIP as needed.

“Safety is our top priority. This pause was an example of our extensive safety monitoring working as they were designed to work—identifying even these small number of cases. We’ve lifted the pause based on the FDA and CDC’s review of all available data and in consultation with medical experts and based on recommendations from the CDC’s Advisory Committee on Immunization Practices. We have concluded that the known and potential benefits of the Janssen COVID-19 Vaccine outweigh its known and potential risks in individuals 18 years of age and older. We are confident that this vaccine continues to meet our standards for safety, effectiveness and quality. We recommend people with questions about which vaccine is right for them have those discussions with their health care provider,” said Janet Woodcock, M.D., Acting FDA Commissioner.

“Above all else, health and safety are at the forefront of our decisions,” said CDC Director Dr. Rochelle P. Walensky. “Our vaccine safety systems are working. We identified exceptionally rare events – out of millions of doses of the Janssen COVID-19 administered – and we paused to examine them more carefully. As we always do, we will continue to watch all signals closely as more Americans are vaccinated. I continue to be encouraged by the growing body of real-world evidence that the authorized COVID-19 vaccines are safe and effective, and they protect people from disease, hospitalization, and death. I urge anyone with questions about the COVID-19 vaccines to speak with their healthcare provider or local public health department.”

Assessment of Available Data

Medical and scientific teams at the FDA and CDC reviewed several sources of information and data related to the Janssen COVID-19 Vaccine to reach today’s decision.

Specifically, the agencies assessed reports submitted to the Vaccine Adverse Event Reporting System (VAERS),external icon reviewed the medical literature and considered the information from global regulatory partners about thrombosis with thrombocytopenia that have been reported following use of a similar, yet not identical, COVID-19 vaccine using a virus from the adenovirus family that has been modified to contain the gene for making a protein from SARS-CoV-2.

Update on Adverse Events

On April 13, the FDA and CDC announcedexternal icon that, out of more than 6.8 million doses administered, six reports of a rare and severe type of blood clot combined with low blood platelet levels occurring in people after receiving the Janssen COVID-19 Vaccine had been reported to VAERS. In these cases, a type of blood clot called cerebral venous sinus thrombosis (CVST) was seen in combination with low levels of blood platelets (thrombocytopenia).

Today, the agencies can confirm that a total of 15 cases of TTS have been reported to VAERS, including the original six reported cases. All of these cases occurred in women between the ages of 18 and 59, with a median age of 37 years. Reports indicated symptom onset between 6 and 15 days after vaccination.

Monitoring for Safety Will Continue

The surveillance systems that are in place to monitor the safety of COVID-19 vaccines authorized for emergency use are working, as demonstrated by both agencies’ quick work to identify and investigate these rare, but serious adverse events. The FDA and CDC will continue with these efforts to closely monitor the safety of these vaccines.

Reports of adverse events following vaccination can be made to the Vaccine Adverse Event Reporting Systemexternal icon.

Additional Resources:",www.cdc.gov
80,How Are Vaccines Tested?,"Español







Español

Watch this video to learn how vaccines are tested in clinical trials, information on the different phases of clinical trials, and how the U.S. Food and Drug Administration (FDA) makes sure vaccines are safe, even after they are approved for use.

View the transcript: How Are Vaccines Tested?

View more CEAL Videos

Visit the CEAL Website",www.nlm.nih.gov
81,What Is a Clinical Trial?,"Español







Español

Watch this video to learn about clinical trials, including what kinds of things that clinical trials test, and how scientists make sure that people who volunteer for clinical trials are kept safe.

View the transcript: What is a Clinical Trial?

View More CEAL Videos

Visit the CEAL Website",www.nlm.nih.gov
82,Should I Participate in a Clinical Trial? What's in It for Me?,"Español







Español

Watch this video to learn about what people should consider before deciding to participate in a clinical trial, including questions to ask the researchers conducting the clinical trial.

View the transcript: Should I Participate in a Clinical Trial?

View More CEAL Videos

Visit the CEAL Website",www.nlm.nih.gov
83,MedlinePlus Twitter Update,Diabetes can damage nerves or blood vessels causing you to lose feeling in your feet. You may not feel a cut or bli… https://t.co/wDxVINUVP0,content.govdelivery.com
84,MedlinePlus Twitter Update,RT @HealthGov: Help people in your community #GetActive while following #SocialDistancing guidelines! Share our… https://t.co/7WI0e0ryad,content.govdelivery.com
85,MedlinePlus Twitter Update,RT @US_FDA: Some racial and ethnic minority communities have been disproportionately affected by #COVID19. Protect… https://t.co/NVUeHWs9Lm,content.govdelivery.com
86,MedlinePlus Twitter Update,"RT @NCISymptomMgmt: NCI has posted information about coronavirus and what people with cancer, and those taking care… https://t.co/XvvYZ9bxzF",content.govdelivery.com
87,MedlinePlus Twitter Update,"""Green coffee"" beans are coffee seeds of Coffea fruits that have not been roasted. The roasting process of the bean… https://t.co/f5Ew5GEAeQ",content.govdelivery.com
88,MedlinePlus Twitter Update,RT @HealthGov: #DYK? This week is #WorldImmunizationWeek! Check out our MyHealthfinder resources to learn which vac… https://t.co/z1uzAKyos7,content.govdelivery.com
89,MedlinePlus Twitter Update,"Emotional eating is, consciously or unconsciously, eating to soothe negative emotions. This often leads to overeati… https://t.co/VmgKKu8SC2",content.govdelivery.com
90,MedlinePlus Twitter Update,"RT @Alzheimers_NIH: When living with #Alzheimers or #dementia, daily tasks that once seemed easy can become a chall… https://t.co/wOLbN5rjyV",content.govdelivery.com
91,MedlinePlus Twitter Update,This recipe for Bell Pepper Nachos offers many variations. It can be served as an appetizer or for lunch. A few cha… https://t.co/Exrp6cSXRj,content.govdelivery.com
